"","location","total_sqft","bath","price","bhk"
"5434","Poorna Pragna Layout","1475","2","58.99","3"
"5435","Poorna Pragna Layout","1270","2","50.79","3"
"5436","Poorna Pragna Layout","960","2","50","2"
"5437","Poorna Pragna Layout","1270","2","50.79","3"
"5438","Prithvi Layout","2028","4","162","4"
"5439","Prithvi Layout","1352","2","87.5","2"
"5440","Prithvi Layout","1190","2","68","2"
"5441","Prithvi Layout","1352","2","85","2"
"5442","Prithvi Layout","1352","2","75","2"
"5443","Prithvi Layout","2273","4","220","3"
"5444","Prithvi Layout","1352","3","93","2"
"5445","Prithvi Layout","2273","4","192","3"
"5446","Prithvi Layout","1352","2","72","2"
"5447","Prithvi Layout","2100","3","125","3"
"5448","R.T. Nagar","1500","4","70","4"
"5449","R.T. Nagar","1200","2","120","2"
"5450","R.T. Nagar","1560","3","85","3"
"5451","R.T. Nagar","1040","2","46","2"
"5452","R.T. Nagar","1200","2","45","2"
"5453","R.T. Nagar","1235","2","65","2"
"5454","R.T. Nagar","1140","3","130","3"
"5455","R.T. Nagar","970","2","55","2"
"5456","R.T. Nagar","1560","3","125","3"
"5457","R.T. Nagar","1200","2","60","2"
"5458","R.T. Nagar","1680","3","72","3"
"5459","R.T. Nagar","1400","2","78","3"
"5460","R.T. Nagar","1200","3","140","3"
"5461","R.T. Nagar","1100","3","125","2"
"5462","R.T. Nagar","1150","2","72","2"
"5463","R.T. Nagar","1500","4","185","4"
"5464","R.T. Nagar","3600","8","165","9"
"5465","R.T. Nagar","1080","2","48","2"
"5466","R.T. Nagar","1325","2","52","2"
"5467","R.T. Nagar","1800","3","120","4"
"5468","R.T. Nagar","1300","3","145","3"
"5469","R.T. Nagar","1500","2","70","3"
"5470","R.T. Nagar","1100","2","85","2"
"5471","R.T. Nagar","1667","3","130","3"
"5472","Rachenahalli","1050","2","52.07","2"
"5473","Rachenahalli","1530","2","74.5","3"
"5474","Rachenahalli","1050","2","55.5","2"
"5475","Rachenahalli","1530","2","74.4","3"
"5476","Rachenahalli","1050","2","53.5","2"
"5477","Rachenahalli","1530","2","74.39","3"
"5478","Rachenahalli","1220","2","59.5","2"
"5479","Rachenahalli","1050","2","52.5","2"
"5480","Rachenahalli","1550","3","73.5","3"
"5481","Rachenahalli","1050","2","52.1","2"
"5482","Rachenahalli","1050","2","53.5","2"
"5483","Rachenahalli","1113","2","55","2"
"5484","Rachenahalli","3657","5","220","4"
"5485","Rachenahalli","1550","3","74.5","3"
"5486","Rachenahalli","1530","2","74.4","3"
"5487","Rachenahalli","1530","2","74.5","3"
"5488","Rachenahalli","1050","2","52.5","2"
"5489","Rachenahalli","1550","3","72.5","3"
"5490","Rachenahalli","1530","2","74.4","3"
"5491","Rachenahalli","690","1","39.8","1"
"5492","Rachenahalli","1050","2","47.25","2"
"5493","Rachenahalli","1050","2","55.5","2"
"5494","Rachenahalli","1100","2","68","2"
"5495","Rachenahalli","985","2","49.97","2"
"5496","Rachenahalli","1050","2","52.5","2"
"5497","Rachenahalli","1050","2","52.08","2"
"5498","Rachenahalli","1550","3","72.5","3"
"5499","Rachenahalli","1050","2","52.07","2"
"5500","Rachenahalli","1530","2","74.4","3"
"5501","Rachenahalli","1050","2","52.08","2"
"5502","Rachenahalli","985","2","49.97","2"
"5503","Rachenahalli","1856","3","106","3"
"5504","Rachenahalli","1050","2","52.5","2"
"5505","Rachenahalli","985","2","50.17","2"
"5506","Rachenahalli","2600","3","160","3"
"5507","Rachenahalli","1550","3","68.5","3"
"5508","Rachenahalli","1550","2","73.5","3"
"5509","Rachenahalli","985","2","50.17","2"
"5510","Rachenahalli","1050","2","52.71","2"
"5511","Raja Rajeshwari Nagar","1540","3","60","3"
"5512","Raja Rajeshwari Nagar","1693","3","57.39","3"
"5513","Raja Rajeshwari Nagar","1295","2","43.9","2"
"5514","Raja Rajeshwari Nagar","1145","2","45.79","2"
"5515","Raja Rajeshwari Nagar","1419","2","48.1","2"
"5516","Raja Rajeshwari Nagar","1295","2","55.47","2"
"5517","Raja Rajeshwari Nagar","1133","2","49.07","2"
"5518","Raja Rajeshwari Nagar","1090","2","42","2"
"5519","Raja Rajeshwari Nagar","1260","2","67.39","2"
"5520","Raja Rajeshwari Nagar","1141","2","38.55","2"
"5521","Raja Rajeshwari Nagar","1140","2","49.39","2"
"5522","Raja Rajeshwari Nagar","1303","2","55.79","2"
"5523","Raja Rajeshwari Nagar","600","1","22","1"
"5524","Raja Rajeshwari Nagar","1278","2","53.76","3"
"5525","Raja Rajeshwari Nagar","500","1","25","1"
"5526","Raja Rajeshwari Nagar","1143","2","38.65","2"
"5527","Raja Rajeshwari Nagar","1610","3","74","3"
"5528","Raja Rajeshwari Nagar","1105","2","65","2"
"5529","Raja Rajeshwari Nagar","1693","3","57.39","3"
"5530","Raja Rajeshwari Nagar","1258","2","63.53","2"
"5531","Raja Rajeshwari Nagar","1128","2","38.24","2"
"5532","Raja Rajeshwari Nagar","1157","2","53.8","2"
"5533","Raja Rajeshwari Nagar","1185","2","47.39","2"
"5534","Raja Rajeshwari Nagar","1530","3","57","3"
"5535","Raja Rajeshwari Nagar","1530","3","61.2","3"
"5536","Raja Rajeshwari Nagar","1030","2","50","2"
"5537","Raja Rajeshwari Nagar","1144","2","38.55","2"
"5538","Raja Rajeshwari Nagar","1196","2","51.51","2"
"5539","Raja Rajeshwari Nagar","1570","3","88","3"
"5540","Raja Rajeshwari Nagar","1168","2","61","2"
"5541","Raja Rajeshwari Nagar","1306","2","55.91","2"
"5542","Raja Rajeshwari Nagar","1608","3","67.98","3"
"5543","Raja Rajeshwari Nagar","1530","3","51.87","3"
"5544","Raja Rajeshwari Nagar","1575","2","78","3"
"5545","Raja Rajeshwari Nagar","1200","2","35","2"
"5546","Raja Rajeshwari Nagar","1151","2","39.02","2"
"5547","Raja Rajeshwari Nagar","1570","2","65","3"
"5548","Raja Rajeshwari Nagar","1580","3","53.56","3"
"5549","Raja Rajeshwari Nagar","1196","2","51.15","2"
"5550","Raja Rajeshwari Nagar","1419","2","48","2"
"5551","Raja Rajeshwari Nagar","1560","2","62.4","3"
"5552","Raja Rajeshwari Nagar","1295","2","70","2"
"5553","Raja Rajeshwari Nagar","648","1","31.75","1"
"5554","Raja Rajeshwari Nagar","1100","2","55","2"
"5555","Raja Rajeshwari Nagar","1140","2","38.55","2"
"5556","Raja Rajeshwari Nagar","1090","2","43.59","2"
"5557","Raja Rajeshwari Nagar","1530","3","51.77","3"
"5558","Raja Rajeshwari Nagar","1023","2","42","2"
"5559","Raja Rajeshwari Nagar","1070","2","50","2"
"5560","Raja Rajeshwari Nagar","1510","2","59","3"
"5561","Raja Rajeshwari Nagar","4800","8","225","8"
"5562","Raja Rajeshwari Nagar","1128","2","48.79","2"
"5563","Raja Rajeshwari Nagar","1267","2","42.85","2"
"5564","Raja Rajeshwari Nagar","550","1","21","1"
"5565","Raja Rajeshwari Nagar","1120","2","37.95","2"
"5566","Raja Rajeshwari Nagar","1608","2","85","2"
"5567","Raja Rajeshwari Nagar","1210","2","45","2"
"5568","Raja Rajeshwari Nagar","1240","2","53.27","2"
"5569","Raja Rajeshwari Nagar","1395","2","72","3"
"5570","Raja Rajeshwari Nagar","1165","2","45","2"
"5571","Raja Rajeshwari Nagar","1288","2","70","3"
"5572","Raja Rajeshwari Nagar","1120","2","37.97","2"
"5573","Raja Rajeshwari Nagar","1140","2","38.65","2"
"5574","Raja Rajeshwari Nagar","1095","2","38.33","2"
"5575","Raja Rajeshwari Nagar","1420","2","60","3"
"5576","Raja Rajeshwari Nagar","1303","2","44.17","2"
"5577","Raja Rajeshwari Nagar","1580","3","53.56","3"
"5578","Raja Rajeshwari Nagar","1185","2","40.17","2"
"5579","Raja Rajeshwari Nagar","1140","2","49.27","2"
"5580","Raja Rajeshwari Nagar","1430","2","50","3"
"5581","Raja Rajeshwari Nagar","1095","2","38.33","2"
"5582","Raja Rajeshwari Nagar","1235","2","75","2"
"5583","Raja Rajeshwari Nagar","1280","3","57.6","3"
"5584","Raja Rajeshwari Nagar","1303","2","55.79","2"
"5585","Raja Rajeshwari Nagar","1162","2","65","2"
"5586","Raja Rajeshwari Nagar","1133","2","38.41","2"
"5587","Raja Rajeshwari Nagar","1151","2","49","2"
"5588","Raja Rajeshwari Nagar","1267","2","54.35","2"
"5589","Raja Rajeshwari Nagar","1550","3","52.45","3"
"5590","Raja Rajeshwari Nagar","1100","2","50","2"
"5591","Raja Rajeshwari Nagar","1185","2","40.17","2"
"5592","Raja Rajeshwari Nagar","1751","3","72","3"
"5593","Raja Rajeshwari Nagar","1306","2","44.17","2"
"5594","Raja Rajeshwari Nagar","1196","2","40.44","2"
"5595","Raja Rajeshwari Nagar","1178","2","75","2"
"5596","Raja Rajeshwari Nagar","1128","2","40","2"
"5597","Raja Rajeshwari Nagar","1151","2","39","2"
"5598","Raja Rajeshwari Nagar","1375","2","54.99","3"
"5599","Raja Rajeshwari Nagar","1525","2","99.13","3"
"5600","Raja Rajeshwari Nagar","1060","2","48","2"
"5601","Raja Rajeshwari Nagar","3900","6","195","6"
"5602","Raja Rajeshwari Nagar","1128","2","48.79","2"
"5603","Raja Rajeshwari Nagar","1400","2","48","3"
"5604","Raja Rajeshwari Nagar","1170","2","50","2"
"5605","Raja Rajeshwari Nagar","1625","2","54","3"
"5606","Raja Rajeshwari Nagar","1185","2","51.15","2"
"5607","Raja Rajeshwari Nagar","1255","2","53.87","2"
"5608","Raja Rajeshwari Nagar","1419","2","60.42","2"
"5609","Raja Rajeshwari Nagar","1693","3","71.38","3"
"5610","Raja Rajeshwari Nagar","3600","9","240","9"
"5611","Raja Rajeshwari Nagar","1196","2","40.54","2"
"5612","Raja Rajeshwari Nagar","1196","2","40.54","2"
"5613","Raja Rajeshwari Nagar","1630","3","60.65","3"
"5614","Raja Rajeshwari Nagar","1531","3","51.77","3"
"5615","Raja Rajeshwari Nagar","1160","2","70","2"
"5616","Raja Rajeshwari Nagar","1133","2","38.37","2"
"5617","Raja Rajeshwari Nagar","1140","2","48.7","2"
"5618","Raja Rajeshwari Nagar","1140","2","38.65","2"
"5619","Raja Rajeshwari Nagar","1140","2","38.55","2"
"5620","Raja Rajeshwari Nagar","1295","2","55.47","2"
"5621","Raja Rajeshwari Nagar","1133","2","40","2"
"5622","Raja Rajeshwari Nagar","1510","2","55","3"
"5623","Raja Rajeshwari Nagar","1550","3","86.8","3"
"5624","Raja Rajeshwari Nagar","1400","2","45","2"
"5625","Raja Rajeshwari Nagar","1110","2","52","2"
"5626","Raja Rajeshwari Nagar","1580","3","83.74","3"
"5627","Raja Rajeshwari Nagar","1608","3","54.51","3"
"5628","Raja Rajeshwari Nagar","1640","3","86.8","3"
"5629","Raja Rajeshwari Nagar","1500","3","51.04","3"
"5630","Raja Rajeshwari Nagar","1185","2","51.15","2"
"5631","Raja Rajeshwari Nagar","1295","2","43.9","2"
"5632","Raja Rajeshwari Nagar","1279","2","53.76","3"
"5633","Raja Rajeshwari Nagar","1196","2","40.54","2"
"5634","Raja Rajeshwari Nagar","1240","2","40.54","2"
"5635","Raja Rajeshwari Nagar","1090","2","57","2"
"5636","Raja Rajeshwari Nagar","1240","2","42.04","2"
"5637","Raja Rajeshwari Nagar","1757","3","98","3"
"5638","Raja Rajeshwari Nagar","1530","3","64","3"
"5639","Raja Rajeshwari Nagar","1587","3","73.8","3"
"5640","Raja Rajeshwari Nagar","1529","3","51.77","3"
"5641","Raja Rajeshwari Nagar","1295","2","55.47","2"
"5642","Raja Rajeshwari Nagar","1450","2","67","3"
"5643","Raja Rajeshwari Nagar","1090","2","57","2"
"5644","Raja Rajeshwari Nagar","945","2","45","2"
"5645","Raja Rajeshwari Nagar","1303","2","55.78","2"
"5646","Raja Rajeshwari Nagar","3450","7","225","8"
"5647","Raja Rajeshwari Nagar","1419","2","48.1","2"
"5648","Raja Rajeshwari Nagar","1700","2","86","3"
"5649","Raja Rajeshwari Nagar","1270","2","62","2"
"5650","Raja Rajeshwari Nagar","1250","2","68","2"
"5651","Raja Rajeshwari Nagar","1260","2","62","3"
"5652","Raja Rajeshwari Nagar","1196","2","40.54","2"
"5653","Raja Rajeshwari Nagar","1580","2","66.85","3"
"5654","Raja Rajeshwari Nagar","1050","2","37","2"
"5655","Raja Rajeshwari Nagar","1021","3","59","3"
"5656","Raja Rajeshwari Nagar","1196","2","40.54","2"
"5657","Raja Rajeshwari Nagar","1500","3","88","3"
"5658","Raja Rajeshwari Nagar","1168","2","66","2"
"5659","Raja Rajeshwari Nagar","1400","2","86","3"
"5660","Raja Rajeshwari Nagar","1157","2","65","2"
"5661","Raja Rajeshwari Nagar","1206","2","40.7","2"
"5662","Raja Rajeshwari Nagar","1000","2","50","2"
"5663","Raja Rajeshwari Nagar","1485","2","63","3"
"5664","Raja Rajeshwari Nagar","1335","2","56","3"
"5665","Raja Rajeshwari Nagar","1571","3","53.12","3"
"5666","Raja Rajeshwari Nagar","1255","2","42.54","2"
"5667","Raja Rajeshwari Nagar","1530","3","64.86","3"
"5668","Raja Rajeshwari Nagar","1850","3","98","3"
"5669","Raja Rajeshwari Nagar","1140","2","44","2"
"5670","Raja Rajeshwari Nagar","6000","8","215","8"
"5671","Raja Rajeshwari Nagar","1140","2","39","2"
"5672","Raja Rajeshwari Nagar","510","1","22","1"
"5673","Raja Rajeshwari Nagar","1187","2","40.14","2"
"5674","Raja Rajeshwari Nagar","1141","2","60","2"
"5675","Rajaji Nagar","1640","3","229","3"
"5676","Rajaji Nagar","2390","3","415","3"
"5677","Rajaji Nagar","2390","3","410","3"
"5678","Rajaji Nagar","1725","3","200","3"
"5679","Rajaji Nagar","3516","4","540","4"
"5680","Rajaji Nagar","1640","3","223","3"
"5681","Rajaji Nagar","3526","4","492","4"
"5682","Rajaji Nagar","1800","4","324","6"
"5683","Rajaji Nagar","3526","4","558","4"
"5684","Rajaji Nagar","2849","5","300","5"
"5685","Rajaji Nagar","1800","3","260","3"
"5686","Rajaji Nagar","1640","3","241","3"
"5687","Rajaji Nagar","1370","2","170","2"
"5688","Rajaji Nagar","2409","3","360","3"
"5689","Rajaji Nagar","3436","6","475","4"
"5690","Rajaji Nagar","1718","3","288","2"
"5691","Rajaji Nagar","2386","3","334","3"
"5692","Rajaji Nagar","3436","6","500","4"
"5693","Rajaji Nagar","1200","2","150","2"
"5694","Rajaji Nagar","1160","1","163","2"
"5695","Rajaji Nagar","660","1","75","1"
"5696","Rajaji Nagar","1440","2","170","2"
"5697","Rajaji Nagar","2448","3","400","3"
"5698","Rajaji Nagar","1440","2","185","2"
"5699","Rajaji Nagar","1640","3","230","3"
"5700","Rajaji Nagar","3730","4","370","4"
"5701","Rajaji Nagar","1800","2","250","3"
"5702","Rajaji Nagar","3100","4","550","4"
"5703","Rajaji Nagar","3526","4","598","4"
"5704","Rajaji Nagar","1357","2","130","2"
"5705","Rajaji Nagar","2300","3","369","3"
"5706","Rajaji Nagar","1640","3","220","3"
"5707","Rajaji Nagar","2500","3","350","3"
"5708","Rajaji Nagar","1615","3","175","3"
"5709","Rajaji Nagar","1776","3","190","3"
"5710","Rajaji Nagar","2559","3","403","3"
"5711","Rajaji Nagar","1763","3","262","2"
"5712","Rajaji Nagar","1640","3","220","3"
"5713","Rajaji Nagar","1613","3","150","3"
"5714","Rajaji Nagar","1380","3","130","3"
"5715","Rajaji Nagar","2400","3","320","5"
"5716","Rajaji Nagar","1800","3","240","3"
"5717","Rajaji Nagar","2533","3","425","3"
"5718","Rajaji Nagar","1268","2","127","2"
"5719","Rajaji Nagar","2450","3","330","3"
"5720","Rajaji Nagar","1640","3","262","3"
"5721","Rajaji Nagar","1200","1","200","2"
"5722","Rajaji Nagar","2367","3","375","3"
"5723","Rajaji Nagar","2440","2","415","4"
"5724","Rajaji Nagar","1640","3","251","3"
"5725","Rajaji Nagar","2733","5","259","4"
"5726","Rajaji Nagar","1640","3","268","3"
"5727","Rajaji Nagar","2367","4","340","3"
"5728","Rajaji Nagar","1720","3","224","3"
"5729","Rajaji Nagar","3600","5","510","5"
"5730","Rajaji Nagar","1350","4","230","4"
"5731","Rajaji Nagar","1700","3","200","3"
"5732","Rajaji Nagar","2300","4","240","3"
"5733","Rajaji Nagar","2400","5","408","5"
"5734","Rajaji Nagar","2500","3","340","3"
"5735","Rajaji Nagar","2390","3","372","3"
"5736","Rajaji Nagar","2415","3","399","3"
"5737","Rajaji Nagar","1718","3","275","2"
"5738","Rajaji Nagar","1763","3","240","2"
"5739","Rajaji Nagar","2367","3","320","3"
"5740","Rajaji Nagar","2409","3","395","3"
"5741","Rajaji Nagar","1314","2","225","2"
"5742","Rajaji Nagar","1440","2","165","2"
"5743","Rajaji Nagar","1640","3","245","3"
"5744","Rajiv Nagar","1690","3","125","3"
"5745","Rajiv Nagar","1263","2","93.32","2"
"5746","Rajiv Nagar","2340","4","148","4"
"5747","Rajiv Nagar","2340","5","129","4"
"5748","Rajiv Nagar","1330","2","93","2"
"5749","Rajiv Nagar","2340","5","129","4"
"5750","Rajiv Nagar","1309","2","80","2"
"5751","Rajiv Nagar","2340","4","145","4"
"5752","Rajiv Nagar","2330","5","175","4"
"5753","Rajiv Nagar","2340","5","160","4"
"5754","Ramagondanahalli","1151","2","48.77","2"
"5755","Ramagondanahalli","1251","2","47","2"
"5756","Ramagondanahalli","1235","2","52.04","2"
"5757","Ramagondanahalli","1610","2","111","3"
"5758","Ramagondanahalli","540","1","30","1"
"5759","Ramagondanahalli","1635","3","62","3"
"5760","Ramagondanahalli","1235","2","46.8","2"
"5761","Ramagondanahalli","1215","2","51.26","2"
"5762","Ramagondanahalli","2257","4","157","3"
"5763","Ramagondanahalli","1251","2","47.4","2"
"5764","Ramagondanahalli","1610","2","115","3"
"5765","Ramagondanahalli","920","2","65","2"
"5766","Ramagondanahalli","1215","2","45.5","2"
"5767","Ramagondanahalli","2800","4","155","4"
"5768","Ramagondanahalli","1253","2","52.66","2"
"5769","Ramagondanahalli","1295","2","95","2"
"5770","Ramagondanahalli","1151","2","50.5","2"
"5771","Ramagondanahalli","1235","2","49.3","2"
"5772","Ramagondanahalli","2257","3","159","3"
"5773","Ramagondanahalli","1295","2","95","2"
"5774","Ramagondanahalli","1451","3","60.44","3"
"5775","Ramagondanahalli","1910","3","142","3"
"5776","Ramagondanahalli","1215","2","46.1","2"
"5777","Ramagondanahalli","1475","2","63","3"
"5778","Ramagondanahalli","1251","2","50","2"
"5779","Ramagondanahalli","1610","2","115","3"
"5780","Ramagondanahalli","1151","2","43.6","2"
"5781","Ramagondanahalli","1635","3","61","3"
"5782","Ramagondanahalli","1251","2","53","2"
"5783","Ramagondanahalli","845","2","45.82","2"
"5784","Ramagondanahalli","1910","3","150","3"
"5785","Ramagondanahalli","1738","2","76","3"
"5786","Ramagondanahalli","2040","3","114","3"
"5787","Ramagondanahalli","3350","3","150","3"
"5788","Ramagondanahalli","1251","2","46","2"
"5789","Ramagondanahalli","1635","3","57","3"
"5790","Ramagondanahalli","1151","2","46","2"
"5791","Ramagondanahalli","1610","2","112","3"
"5792","Ramagondanahalli","1610","2","115","3"
"5793","Ramagondanahalli","1200","3","56.1","3"
"5794","Ramagondanahalli","2787","5","220","4"
"5795","Ramagondanahalli","1475","2","55","3"
"5796","Ramagondanahalli","1125","2","75","2"
"5797","Ramagondanahalli","1151","2","42.5","2"
"5798","Ramagondanahalli","2257","3","155","3"
"5799","Ramagondanahalli","1500","3","100","3"
"5800","Ramagondanahalli","1680","2","68","3"
"5801","Ramagondanahalli","1910","3","131","3"
"5802","Ramamurthy Nagar","3700","4","225","4"
"5803","Ramamurthy Nagar","3500","5","150","5"
"5804","Ramamurthy Nagar","1050","2","37","2"
"5805","Ramamurthy Nagar","1040","2","50","2"
"5806","Ramamurthy Nagar","1600","3","75","3"
"5807","Ramamurthy Nagar","1200","3","72","2"
"5808","Ramamurthy Nagar","360","1","26","1"
"5809","Ramamurthy Nagar","950","2","50.79","2"
"5810","Ramamurthy Nagar","1200","2","66","3"
"5811","Ramamurthy Nagar","1525","3","100","3"
"5812","Ramamurthy Nagar","1200","2","80","2"
"5813","Ramamurthy Nagar","1200","2","42","2"
"5814","Ramamurthy Nagar","1515","3","65","3"
"5815","Ramamurthy Nagar","1100","2","68","2"
"5816","Ramamurthy Nagar","1185","2","45.5","2"
"5817","Ramamurthy Nagar","1170","2","46.8","2"
"5818","Ramamurthy Nagar","1150","2","51","2"
"5819","Ramamurthy Nagar","1200","2","48","2"
"5820","Ramamurthy Nagar","3600","3","150","3"
"5821","Ramamurthy Nagar","600","3","45","2"
"5822","Ramamurthy Nagar","1110","2","65","2"
"5823","Ramamurthy Nagar","1410","2","56.4","3"
"5824","Ramamurthy Nagar","1200","2","78","2"
"5825","Ramamurthy Nagar","1000","2","41","3"
"5826","Ramamurthy Nagar","600","1","43","1"
"5827","Ramamurthy Nagar","1006","2","57","2"
"5828","Ramamurthy Nagar","1200","2","76","2"
"5829","Ramamurthy Nagar","1300","2","52","3"
"5830","Ramamurthy Nagar","1600","3","75","3"
"5831","Ramamurthy Nagar","700","2","33","2"
"5832","Ramamurthy Nagar","1125","2","47","2"
"5833","Ramamurthy Nagar","1000","2","62","2"
"5834","Ramamurthy Nagar","1334","2","67","2"
"5835","Ramamurthy Nagar","1200","2","46","2"
"5836","Ramamurthy Nagar","1200","2","57.9","2"
"5837","Ramamurthy Nagar","1305","3","60","3"
"5838","Ramamurthy Nagar","1360","2","45","2"
"5839","Ramamurthy Nagar","1170","2","44","2"
"5840","Ramamurthy Nagar","2200","4","130","4"
"5841","Ramamurthy Nagar","1050","2","51.66","2"
"5842","Ramamurthy Nagar","2916","5","230","4"
"5843","Ramamurthy Nagar","2316","3","125","3"
"5844","Ramamurthy Nagar","1101","2","50","2"
"5845","Ramamurthy Nagar","1150","2","40","2"
"5846","Ramamurthy Nagar","1208","2","43.5","3"
"5847","Ramamurthy Nagar","1050","2","37.8","2"
"5848","Ramamurthy Nagar","935","2","39","2"
"5849","Ramamurthy Nagar","1200","2","68","2"
"5850","Ramamurthy Nagar","540","1","35","1"
"5851","Ramamurthy Nagar","960","2","35","2"
"5852","Rayasandra","1314","2","63","3"
"5853","Rayasandra","1065","2","44.95","2"
"5854","Rayasandra","1708","3","75","3"
"5855","Rayasandra","1199","2","48.5","3"
"5856","Rayasandra","1577","3","67","3"
"5857","Rayasandra","1253","2","57","2"
"5858","Rayasandra","583","1","26.9","1"
"5859","Rayasandra","1198","2","54","2"
"5860","Rayasandra","1555","3","75.17","3"
"5861","Rayasandra","1458","3","60","3"
"5862","Rayasandra","1179","2","55","3"
"5863","Rayasandra","1601","3","70","3"
"5864","Rayasandra","1708","3","76","4"
"5865","Rayasandra","470","1","21","1"
"5866","Rayasandra","3600","5","145","5"
"5867","Rayasandra","1357","2","59","3"
"5868","Sahakara Nagar","2830","3","195","4"
"5869","Sahakara Nagar","1500","2","95","3"
"5870","Sahakara Nagar","1100","2","56","2"
"5871","Sahakara Nagar","1219","2","48","2"
"5872","Sahakara Nagar","1100","2","75","3"
"5873","Sahakara Nagar","1655","3","115","3"
"5874","Sahakara Nagar","1150","2","54","2"
"5875","Sahakara Nagar","1270","2","69.85","2"
"5876","Sahakara Nagar","960","2","56","2"
"5877","Sahakara Nagar","1048","2","50","2"
"5878","Sahakara Nagar","1160","2","55","2"
"5879","Sahakara Nagar","1200","2","75","3"
"5880","Sahakara Nagar","2500","4","200","4"
"5881","Sahakara Nagar","1914","3","179","3"
"5882","Sahakara Nagar","1500","3","125","3"
"5883","Sahakara Nagar","1100","2","55","2"
"5884","Sahakara Nagar","1914","3","149","3"
"5885","Sahakara Nagar","1000","2","60","2"
"5886","Sahakara Nagar","2200","3","98","3"
"5887","Sahakara Nagar","1175","2","49","2"
"5888","Sahakara Nagar","1370","2","90","3"
"5889","Sahakara Nagar","1100","2","55","2"
"5890","Sahakara Nagar","1100","2","75","3"
"5891","Sahakara Nagar","1180","2","72","2"
"5892","Sahakara Nagar","1200","2","60","2"
"5893","Sahakara Nagar","1032","2","45","2"
"5894","Sahakara Nagar","1200","2","46","2"
"5895","Sahakara Nagar","1270","2","96","2"
"5896","Sahakara Nagar","1201","2","80","2"
"5897","Sahakara Nagar","1200","2","54","2"
"5898","Sahakara Nagar","1291","2","72.3","2"
"5899","Sanjay nagar","1000","2","70","2"
"5900","Sanjay nagar","1100","2","98","2"
"5901","Sanjay nagar","1150","2","72.2","2"
"5902","Sanjay nagar","1800","3","180","3"
"5903","Sanjay nagar","630","1","35","2"
"5904","Sanjay nagar","3300","3","250","5"
"5905","Sanjay nagar","1900","2","180","3"
"5906","Sanjay nagar","1575","2","90","2"
"5907","Sanjay nagar","1450","3","75","3"
"5908","Sanjay nagar","1200","2","76","3"
"5909","Sanjay nagar","960","2","55","2"
"5910","Sanjay nagar","1050","2","59","2"
"5911","Sanjay nagar","1150","2","70","2"
"5912","Sanjay nagar","1500","3","150","3"
"5913","Sanjay nagar","1180","2","80","2"
"5914","Sarakki Nagar","2121","4","253","3"
"5915","Sarakki Nagar","2289","3","260","3"
"5916","Sarakki Nagar","2500","4","325","3"
"5917","Sarakki Nagar","2145","4","270","3"
"5918","Sarakki Nagar","1200","3","128","3"
"5919","Sarakki Nagar","2663","4","338","3"
"5920","Sarakki Nagar","1840","4","175","3"
"5921","Sarakki Nagar","3131","4","349","4"
"5922","Sarakki Nagar","3126","5","345","4"
"5923","Sarakki Nagar","3124","6","349","4"
"5924","Sarjapur","2250","3","148","3"
"5925","Sarjapur","1600","3","75","3"
"5926","Sarjapur","913","2","32","2"
"5927","Sarjapur","1128","2","60","2"
"5928","Sarjapur","1185","2","47","2"
"5929","Sarjapur","900","2","42","3"
"5930","Sarjapur","1020","2","35","2"
"5931","Sarjapur","1195","2","42","2"
"5932","Sarjapur","1240","2","44","2"
"5933","Sarjapur","1550","2","65","4"
"5934","Sarjapur","950","2","32.5","2"
"5935","Sarjapur","1285","2","68","3"
"5936","Sarjapur","1525","2","48","3"
"5937","Sarjapur","925","2","25","2"
"5938","Sarjapur","3190","3","160","4"
"5939","Sarjapur","1215","2","40","2"
"5940","Sarjapur","2540","4","115","4"
"5941","Sarjapur","1200","3","78","3"
"5942","Sarjapur","1000","2","30","2"
"5943","Sarjapur","1157","2","40","2"
"5944","Sarjapur","2238","3","140","3"
"5945","Sarjapur","2020","3","85","3"
"5946","Sarjapur","2885","3","185","4"
"5947","Sarjapur","1917","3","60","4"
"5948","Sarjapur","1240","2","44.3","2"
"5949","Sarjapur","625","1","19","1"
"5950","Sarjapur","940","2","25.38","2"
"5951","Sarjapur","2100","3","125","4"
"5952","Sarjapur","913","2","36","2"
"5953","Sarjapur","1404","2","53.35","3"
"5954","Sarjapur","1830","3","88","3"
"5955","Sarjapur","1364","2","56","3"
"5956","Sarjapur","1124","2","30.35","2"
"5957","Sarjapur","1044","2","32","2"
"5958","Sarjapur","650","1","19.87","1"
"5959","Sarjapur","1175","2","42","2"
"5960","Sarjapur","1240","2","43.1","2"
"5961","Sarjapur","1170","2","35.41","3"
"5962","Sarjapur","1032","2","42","2"
"5963","Sarjapur","1044","2","34","2"
"5964","Sarjapur","1200","3","76.13","3"
"5965","Sarjapur","1200","2","62","2"
"5966","Sarjapur","900","2","27.98","2"
"5967","Sarjapur","2970","3","130","4"
"5968","Sarjapur","1205","2","29","2"
"5969","Sarjapur","850","2","32","2"
"5970","Sarjapur","1175","2","41.68","2"
"5971","Sarjapur","1575","3","55","3"
"5972","Sarjapur","920","2","33","2"
"5973","Sarjapur","1445","3","50","3"
"5974","Sarjapur","1150","2","41","2"
"5975","Sarjapur","1200","2","42.6","2"
"5976","Sarjapur","1333","3","50","3"
"5977","Sarjapur","1044","2","36","2"
"5978","Sarjapur","950","2","35","2"
